"cl.sel"
"CRO_033829",10
"CRO_000634",11
"CRO_032979",24
"CRO_027559",26
"CRO_004548",32
"CRO_005949",47
"CRO_023927",52
"CRO_008821",59
"CRO_014616",62
"CRO_011303",63
"CRO_023569",65
"CRO_023903",68
"CRO_019952",71
"CRO_030110",76
"CRO_024268",96
"CRO_009331",102
"CRO_025902",106
"CRO_000103",112
"CRO_012055",116
"CRO_011698",122
"CRO_003206",130
"CRO_027814",143
"CRO_033287",169
"CRO_007453",172
"CRO_032858",174
"CRO_030645",175
"CRO_013452",176
"CRO_017948",186
"CRO_028444",188
"CRO_023152",203
"CRO_024388",207
"CRO_027235",239
"CRO_018038",245
"CRO_033830",248
"CRO_017423",273
"CRO_001067",298
"CRO_002907",304
"CRO_008172",317
"CRO_012777",327
"CRO_014326",342
"CRO_002500",347
"CRO_026088",353
"CRO_012042",356
"CRO_012699",369
"CRO_031823",374
"CRO_011861",408
"CRO_018307",411
"CRO_006292",415
"CRO_010063",421
"CRO_022566",436
"CRO_015239",440
"CRO_005375",447
"CRO_030619",460
"CRO_006965",493
"CRO_032641",495
"CRO_025258",498
"CRO_013259",506
"CRO_018506",510
"CRO_020276",517
"CRO_027976",534
"CRO_018505",535
"CRO_000842",537
"CRO_000088",539
"CRO_021502",548
"CRO_006566",557
"CRO_020627",586
"CRO_019910",588
"CRO_028666",595
"CRO_026178",596
"CRO_026179",633
"CRO_026337",635
"CRO_017780",649
"CRO_003952",657
"CRO_012416",666
"CRO_032807",671
"CRO_022912",672
"CRO_028213",678
"CRO_033394",679
"CRO_007201",681
"CRO_011830",684
"CRO_031803",688
"CRO_025797",689
"CRO_025438",693
"CRO_021334",697
"CRO_027396",706
"CRO_004577",707
"CRO_021501",710
"CRO_019741",714
"CRO_027462",715
"CRO_002438",718
"CRO_024270",719
"CRO_026388",720
"CRO_012100",738
"CRO_016814",744
"CRO_008728",751
"CRO_006249",753
"CRO_020882",754
"CRO_016535",755
"CRO_025915",772
"CRO_006545",774
"CRO_018926",777
"CRO_030646",788
"CRO_000717",790
"CRO_011252",795
"CRO_016185",796
"CRO_004906",815
"CRO_025029",822
"CRO_003679",849
"CRO_004429",860
"CRO_014907",861
"CRO_027889",867
"CRO_005554",878
"CRO_001801",894
"CRO_031648",899
"CRO_014404",904
"CRO_010798",911
"CRO_033424",918
"CRO_021290",919
"CRO_017709",924
"CRO_032950",928
"CRO_013686",929
"CRO_015886",933
"CRO_016075",940
"CRO_028457",946
"CRO_026202",947
"CRO_028400",957
"CRO_015460",965
"CRO_000993",979
"CRO_011810",981
"CRO_025601",985
"CRO_014775",990
"CRO_016488",994
"CRO_017239",996
"CRO_014803",1000
"CRO_008567",1006
"CRO_017049",1009
"CRO_025941",1018
"CRO_007371",1033
"CRO_029297",1037
"CRO_001238",1058
"CRO_029181",1063
"CRO_031514",1070
"CRO_025674",1071
"CRO_010600",1086
"CRO_028434",1088
"CRO_028210",1091
"CRO_013248",1095
"CRO_010165",1102
"CRO_031852",1108
"CRO_032771",1120
"CRO_024360",1132
"CRO_023941",1152
"CRO_013650",1161
"CRO_016708",1166
"CRO_016677",1194
"CRO_013631",1196
"CRO_005979",1198
"CRO_001854",1203
"CRO_013082",1205
"CRO_020093",1206
"CRO_008406",1209
"CRO_032137",1212
"CRO_009914",1215
"CRO_016101",1218
"CRO_029986",1228
"CRO_004659",1230
"CRO_024960",1231
"CRO_020749",1242
"CRO_032894",1253
"CRO_010331",1254
"CRO_019508",1257
"CRO_005120",1258
"CRO_003372",1270
"CRO_021845",1274
"CRO_012924",1284
"CRO_004374",1285
"CRO_019641",1286
"CRO_002542",1287
"CRO_026114",1299
"CRO_002670",1313
"CRO_017488",1315
"CRO_017953",1323
"CRO_033402",1324
"CRO_032839",1329
"CRO_014980",1335
"CRO_029929",1341
"CRO_030732",1345
"CRO_023628",1349
"CRO_029922",1354
"CRO_001436",1362
"CRO_030466",1363
"CRO_006776",1366
"CRO_012527",1371
"CRO_000738",1376
"CRO_018188",1386
"CRO_013155",1395
"CRO_028565",1401
"CRO_025099",1417
"CRO_021109",1425
"CRO_008509",1453
"CRO_024578",1463
"CRO_006181",1485
"CRO_025275",1487
"CRO_033433",1494
